"Site","Latitude","Longitude","Coast","Ocean","sst.mean","sst.range","Salinity.ppt","ph","parmean","cloudmean","log10.day.length","sqrt.nitrate","log10.phosphate","log10.chlomean","log10.Leaf.PercN.imputed","log10.mean.fetch","AllelicRichness","log10.Zostera.AG.mass.imputed","log10.Zostera.BG.mass.imputed","log10.Zostera.shoots.core.imputed","log10.Zostera.longest.leaf.length","log10.Zostera.sheath.length","log10.Zostera.sheath.width","log10.mesograzer.abund.per.g.plant.imputed","log10.mesograzer.abund.per.area.imputed","log10.crustacean.mass.per.g.plant.imputed","log10.gastropod.mass.per.g.plant.imputed","log10.mesograzer.mass.per.g.plant.imputed","log10.periphyton.mass.per.g.zostera.imputed","log10.crustacean.mass.per.area.imputed","log10.gastropod.mass.per.area.imputed","log10.mesograzer.mass.per.area.imputed","log10.periphyton.mass.per.area.imputed","log10.grazer.richness.site","predation.squidpops","PC1.env.global","PC2.env.global","PC3.env.global","FC1","FC2","PC1.zos","PC2.zos","zPC1.zos","zPC2.zos","zPC1.env.global","zPC2.env.global","zPC3.env.global","zFC1","zFC2","zperiphyton.perg","zmeso.abund.perg","zmeso.mass.perg","zperiphyton.area","zmeso.abund.area","zmeso.mass.area"
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.444298251034749,-0.138913854601613,6.72,2.71808629478309,1.93701610746481,2.99421080557212,1.81740008145811,1.13513265137677,-0.1249387366083,1.3461591573589,4.06325525516894,0.951312192616139,-2,0.951312192616139,-0.47368684123996,3.66817366891913,0,3.66817366891913,2.24252145794812,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.07104341059914,-1.23368075715935,-0.572326881983432,-0.971283603288168,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.937701814312506,0.608569984308265,0.202628135771264,1.69531821612544,1.28753900308863,0.87501289755712
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.469659586706274,-0.138913854601613,6.72,2.5814945422909,1.89209460269048,2.50284911168504,1.82249498527875,1.21550537823182,-0.119186407719209,0.354228130407046,2.93316424537674,-0.171460486541353,-2,-0.171460486541353,-0.613694247470771,2.40411657648568,0,2.40411657648568,1.96534302081272,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.51676642524245,-0.48674132575739,-0.815860867501016,-0.390648871223639,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.722551868486307,-0.433557540508853,-0.980195637318712,1.33117263002354,0.124687829778509,-0.39329374231671
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.414821414542013,-0.138913854601613,6.72,2.49692964807321,1.65801139665711,2.54424179686807,1.87816260725651,1.15911582182777,-0.117760151981177,0.996816891834865,3.49206341094019,0.53790792370124,-2,0.53790792370124,-0.792883387747419,3.03259494660721,0,3.03259494660721,1.70082262687815,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.47893974027641,-0.0529945666736174,-0.795193136542429,-0.0534750353588501,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.447191193925936,0.241549313926271,-0.232886912151303,0.983656658432445,0.69978890111347,0.237297466429808
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.470693934243936,-0.138913854601613,6.72,2.28103336724773,1.95182303531591,2.45709162124564,2.05124902161052,1.21846985719556,-0.090176630349088,0.514341345426101,2.79246508240589,0.0471219833517207,0.131836952935255,0.390809441306119,-1.13045617173585,2.32402599330358,2.40906931764806,2.66872573980806,1.14551052464105,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.8068041234325,-0.12960064782868,-0.974331564032347,-0.113024912545674,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,-0.0715582647118293,-0.265341823967488,-0.387852904103446,0.254110547167583,-0.0200900556543517,-0.12779500747147
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.517912712102818,-0.138913854601613,6.72,1.70329137811866,1.09691001300806,2.45709162124564,1.87201051188708,1.26717172840301,-0.1249387366083,0.417811510139681,2.11410642558572,0.982442677124409,-2,0.982442677124409,-0.80811032182604,2.67750897830843,0,2.67750897830843,0.889333845483719,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.17267880779282,2.07669644725429,-0.627858394907543,1.60204416642073,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.423791902914762,-0.36675653485436,0.23542362307491,-0.0824437964584133,-0.718113624706071,-0.11898224119984
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.484043341488379,-0.138913854601613,6.72,1.92427928606188,0.61857102812013,2.63318288025079,1.71286006466446,1.15533603746506,-0.0835460514500749,0.836383187409083,2.75559091026721,0.161260438615106,-2,0.161260438615106,-0.653828414958865,2.08095171112454,0,2.08095171112454,1.26565034407795,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-0.926206790662308,2.37335575394228,-0.493191100021759,1.83265282063238,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.660877531440109,0.0729968896672441,-0.629679252849094,0.411945281410118,-0.0580331717085034,-0.717545033626993
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.473287061741562,-0.138913854601613,6.72,1.88081359228079,1.56229286445647,2.34794715177726,1.75606529394869,1.02632893872235,-0.221848749616356,0.483879870778087,2.35941597247367,-0.113205617085105,0.45092241704991,0.554478735623026,-0.489216439019025,1.76373034289127,2.3264959334149,2.42994362813445,1.38629115461163,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-0.48707529616772,1.24321308099179,-0.253258586987534,0.954134348429562,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.913837418772171,-0.297344796265636,-0.215429816298918,0.570438197069834,-0.465692809080539,-0.367379864462155
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.464732745045026,-0.138913854601613,6.72,2.09166695759568,1.79239168949825,2.20181911602106,1.82874043329622,1.09950799372797,-0.154901959985743,0.25083540052568,2.33852354979868,-0.0586224038109632,-0.853817007727966,0.00162487385193784,-0.0488596603750606,2.0285997610072,1.22858436449401,2.08896552970258,2.03918715226077,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.13987488133327,0.712642872162283,-0.609934996992559,0.54169462695587,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,1.59053545654068,-0.542182441583332,-0.797852868521865,1.42818600092006,-0.487190881368861,-0.709504273938118
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.528305928309411,-0.138913854601613,6.72,2.31281182621209,1.99563519459755,2.61679246405484,1.79081275407412,1.13987908640124,-0.1249387366083,0.474571336600938,2.78451990278421,-0.166901257660097,-2,-0.166901257660097,-0.725955205606043,2.14052058231534,0,2.14052058231534,1.58355573634489,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-1.0077510413405,-0.320336762669658,-0.537745219309492,-0.261293979995833,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,0.550040001354197,-0.30712438720304,-0.975392559716436,0.829596259561223,-0.0282655577733599,-0.657775901905547
"BB.A",38.319755,-123.055136,"East Pacific","Pacific",12.19699987,3.573666732,33,8.20966657,35.31733449,0.546333313,1.16136800223497,1.91650724444235,-0.122110564273104,0.884455507007183,0.510442638015509,-0.138913854601613,6.72,1.93951925261862,1.55630250076729,1.20181911602106,1.46723802078757,0.858837851428585,-0.209363038068297,0.879115230551613,2.81370706138772,0.0477961176043801,-2,0.0477961176043801,-0.300851895500261,1.98292741962009,0,1.98292741962009,1.63378787297805,NA,0.4,0.234226515965248,2.61186656126057,-0.635559107002251,-898,308,-0.696525041989893,2.41396975437634,-0.367697666168891,1.86422418809365,0.127281770377879,1.83816268179617,-0.541689744102418,-1.3424736553732,0.499489949312906,1.20329797250051,0.117891380453914,-0.749212172361979,0.895589166601464,0.00176770621474802,-0.815898866320326
