X,Site.Code,Site,Subsite,Sampling.Time,Plot.ID,Unique.ID,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,mean.fetch,pop.density.2015,GenotypicRichness,AllelicRichness,Leaf.PercN,Leaf.PercC,Zostera.shoots.per.m2.core,Zostera.sheath.width,Zostera.sheath.length,Zostera.longest.leaf.length,Zostera.aboveground.mean.mass,Zostera.belowground.mean.mass,total.macrophytes.g,Gastropoda.mesograzer.plot.abund,Gastropoda.mesograzer.plot.abund.std.g,Gastropoda.mesograzer.plot.biomass.mg,Gastropoda.mesograzer.plot.biomass.std.mg.g,Gastropoda.mesograzer.plot.richness,Insecta.mesograzer.plot.abund,Insecta.mesograzer.plot.abund.std.g,Insecta.mesograzer.plot.biomass.mg,Insecta.mesograzer.plot.biomass.std.mg.g,Insecta.mesograzer.plot.richness,Malacostraca.mesograzer.plot.abund,Malacostraca.mesograzer.plot.abund.std.g,Malacostraca.mesograzer.plot.biomass.mg,Malacostraca.mesograzer.plot.biomass.std.mg.g,Malacostraca.mesograzer.plot.richness,Polychaeta.mesograzer.plot.abund,Polychaeta.mesograzer.plot.abund.std.g,Polychaeta.mesograzer.plot.biomass.mg,Polychaeta.mesograzer.plot.biomass.std.mg.g,Polychaeta.mesograzer.plot.richness,Polyplacophora.mesograzer.plot.abund,Polyplacophora.mesograzer.plot.abund.std.g,Polyplacophora.mesograzer.plot.biomass.mg,Polyplacophora.mesograzer.plot.biomass.std.mg.g,Polyplacophora.mesograzer.plot.richness,mesograzer.total.plot.abund,mesograzer.total.plot.biomass.mg,mesograzer.total.plot.richness,mesograzer.total.plot.abund.std.g,mesograzer.total.plot.biomass.std.mg.g,Gastropoda.mesograzer.site.richness,Insecta.mesograzer.site.richness,Malacostraca.mesograzer.site.richness,Polychaeta.mesograzer.site.richness,Polyplacophora.mesograzer.site.richness,grazer.richness.site,epifauna.total.plot.abund,epifauna.total.plot.biomass.mg,epifauna.total.plot.abund.std.g,epifauna.total.plot.biomass.std.mg.g,Zostera.production,epibiota.filter,epibiota.zostera.marina,periphyton.mass.per.g.zostera,sst.min,sst.mean,sst.max,sst.range,chlomean,nitrate,parmean,cloudmean,day.length,ph,phosphate,salinity,precipitation,crust.pct.mass,gast.pct.mass,mesograzer.abund.per.area,crustacean.mass.per.area,gastropod.mass.per.area,mesograzer.mass.per.area,periphyton.mass.per.area,leaf.CN.ratio,log10.Zostera.AG.mass,log10.Zostera.BG.mass,log10.Zostera.shoots.core,log10.Zostera.sheath.width,log10.Zostera.sheath.length,log10.Zostera.longest.leaf.length,log10.epibiota.filter,log10.epibiota.zostera.marina,log10.periphyton.mass.per.g.zostera,log10.periphyton.mass.per.area,log10.mesograzer.abund.per.g.plant,log10.crustacean.abund.per.g.plant,log10.gastropod.abund.per.g.plant,log10.mesograzer.mass.per.g.plant,log10.crustacean.mass.per.g.plant,log10.gastropod.mass.per.g.plant,log10.mesograzer.abund.per.area,log10.crustacean.mass.per.area,log10.gastropod.mass.per.area,log10.mesograzer.mass.per.area,log10.grazer.richness.site,log10.day.length,log10.Leaf.PercN,sqrt.nitrate,log10.phosphate,log10.chlomean,log10.mean.fetch,log10.Zostera.shoots.core.imputed,log10.Zostera.AG.mass.imputed,log10.Zostera.BG.mass.imputed,log10.Leaf.PercN.imputed,log10.crustacean.mass.per.g.plant.imputed,log10.crustacean.mass.per.area.imputed,log10.gastropod.mass.per.g.plant.imputed,log10.gastropod.mass.per.area.imputed,log10.mesograzer.mass.per.g.plant.imputed,log10.mesograzer.mass.per.area.imputed,log10.mesograzer.abund.per.g.plant.imputed,log10.mesograzer.abund.per.area.imputed,log10.periphyton.mass.per.g.zostera.imputed,log10.periphyton.mass.per.area.imputed
1,BB,BB.A,A,1,1,BB.A.1.1,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.781622887,35.96013641,986.7583397,0.75,13.65,65.675,521.5,85.5,5.275,0,0,0,0,0,0,0,0,0,0,117,22.1800947867299,47.103,8.92947867298578,1,0,0,0,0,1,0,0,0,0,0,117,47.103,2,22.1800947867299,8.92947867298578,3,0,17,0,0,NA,125,49.3365,23.696682464455,9.35289099526066,13469.251336905,0.746,2.227,0.33497979344409523,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,11566.919431279643,4656.723127962085,0,4656.723127962085,174.69196228109567,12.927754002190879,2.7180862947830917,1.9370161074648142,2.994210805572124,-0.12493873660829995,1.1351326513767748,1.817400081458108,-0.1272611725273312,0.34772021703403816,-0.4736868412399599,2.2425214579481216,1.346159157358905,1.346159157358905,-2,0.9513121926161394,0.9513121926161394,-2,4.0632552551689445,3.6681736689191298,0,3.6681736689191298,NA,1.1613680022349748,0.44429825103474896,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.994210805572124,2.7180862947830917,1.9370161074648142,0.44429825103474896,0.9513121926161394,3.6681736689191298,-2,0,0.9513121926161394,3.6681736689191298,1.346159157358905,4.0632552551689445,-0.4736868412399599,2.2425214579481216
2,BB,BB.A,A,1,2,BB.A.1.2,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.948896885,37.0500412,318.3091418,0.76,16.425,66.45,380.5,77,12.441,0,0,0,0,0,0,0,0,0,0,28,2.25062294027811,8.2585,0.663813198295957,1,0,0,0,0,1,0,0,0,0,0,28,8.2585,2,2.25062294027811,0.663813198295957,3,0,17,0,0,NA,39,13.4104,3.13479623824451,1.07791978136806,5228.227654065,0.677,2.793,0.24239169351951306,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,856.3620287758208,252.58092195161163,0,252.58092195161163,92.23003938417472,12.564034160862157,2.5814945422908995,1.8920946026904804,2.5028491116850367,-0.11918640771920865,1.2155053782318184,1.8224949852787509,-0.16941133131485567,0.4460709357010051,-0.6136942474707712,1.965343020812719,0.3542281304070458,0.3542281304070458,-2,-0.17146048654135287,-0.17146048654135287,-2,2.9331642453767364,2.4041165764856793,0,2.4041165764856793,NA,1.1613680022349748,0.46965958670627406,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.5028491116850367,2.5814945422908995,1.8920946026904804,0.46965958670627406,-0.17146048654135287,2.4041165764856793,-2,0,-0.17146048654135287,2.4041165764856793,0.3542281304070458,2.9331642453767364,-0.6136942474707712,1.965343020812719
3,BB,BB.A,A,1,3,BB.A.1.3,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.599090576,33.38251114,350.140056,0.7625,14.425,75.5375,313,44.5,4.336,0,0,0,0,1,0,0,0,0,0,43,9.9169741697417,14.9189,3.4407057195572,1,0,0,0,0,1,0,0,0,0,0,43,14.9189,3,9.9169741697417,3.4407057195572,3,0,17,0,0,NA,45,16.1909,10.3782287822878,3.73406365313653,5050.7703078,0.594,3.71,0.1601078167115903,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,3104.012915129152,1076.9408902214036,0,1076.9408902214036,50.11374663072776,12.843919888077036,2.496929648073215,1.6580113966571124,2.5442417968680684,-0.11776015198117658,1.159115821827769,1.8781626072565127,-0.22621355501880647,0.5693739096150459,-0.7928833877474192,1.7008226268781474,0.9968168918348654,0.9968168918348654,-2,0.5379079237012397,0.5379079237012397,-2,3.4920634109401862,3.032594946607209,0,3.032594946607209,NA,1.1613680022349748,0.41482141454201343,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.5442417968680684,2.496929648073215,1.6580113966571124,0.41482141454201343,0.5379079237012397,3.032594946607209,-2,0,0.5379079237012397,3.032594946607209,0.9968168918348654,3.4920634109401862,-0.7928833877474192,1.7008226268781474
4,BB,BB.A,A,1,4,BB.A.1.4,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.955928564,34.01363373,286.4782277,0.8125,16.5375,112.525,190,88.5,17.493,4,0.22866289372892,23.5225,1.34468072943463,1,0,0,0,0,0,53,3.02978334190819,19.3229,1.10460755730864,1,0,0,0,0,1,0,0,0,0,0,57,42.8454,3,3.25844623563711,2.44928828674327,3,0,17,0,0,NA,58,43.7565,3.31561195906934,2.50137197736237,4737.63369058875,0.379,5.188,0.073053199691596,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,0.4509912382659522,0.5490087617340477,619.1047847710508,209.8754358886416,255.48933859257968,465.36477448122133,13.88010794140324,11.50692007386414,2.2810333672477277,1.951823035315912,2.4570916212456395,-0.09017663034908802,1.2184698571955574,2.0512490216105164,-0.42136079003192767,0.7149999674120424,-1.1304561717358532,1.1455105246410517,0.5143413454261009,0.48284263072491523,-0.6222150979662578,0.39080944130611944,0.04712198335172067,0.1318369529352555,2.7924650824058888,2.324025993303577,2.4090693176480635,2.6687257398080595,NA,1.1613680022349748,0.4706939342439356,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.4570916212456395,2.2810333672477277,1.951823035315912,0.4706939342439356,0.04712198335172067,2.324025993303577,0.1318369529352555,2.4090693176480635,0.39080944130611944,2.6687257398080595,0.5143413454261009,2.7924650824058888,-1.1304561717358532,1.1455105246410517
5,BB,BB.A,A,1,5,BB.A.1.5,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,3.295434713,36.24816132,286.4782277,0.75,18.5,74.475,49.5,11.5,12.658,0,0,0,0,0,0,0,0,0,0,33,2.60704692684468,121.4382,9.59379048822879,1,0,0,0,0,1,0,0,0,0,0,33,121.4382,2,2.60704692684468,9.59379048822879,3,0,17,0,0,NA,34,123.7383,2.68604834887028,9.77550165902986,5299.84721245,0.485,3.138,0.15455704270235818,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,129.04882287881168,474.8926291673251,0,474.8926291673251,7.6505736137667295,10.999508252130255,1.7032913781186614,1.0969100130080565,2.4570916212456395,-0.12493873660829995,1.2671717284030137,1.8720105118870811,-0.3142582613977364,0.49665293925091786,-0.8081103218260397,0.8893338454837194,0.41781151013968104,0.41781151013968104,-2,0.9824426771244088,0.9824426771244088,-2,2.114106425585715,2.677508978308428,0,2.677508978308428,NA,1.1613680022349748,0.5179127121028183,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.4570916212456395,1.7032913781186614,1.0969100130080565,0.5179127121028183,0.9824426771244088,2.677508978308428,-2,0,0.9824426771244088,2.677508978308428,0.41781151013968104,2.114106425585715,-0.8081103218260397,0.8893338454837194
6,BB,BB.A,A,1,6,BB.A.1.6,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,3.048199177,35.6439476,429.7173415,0.825,14.3,51.625,83,3.155,4.233,0,0,0,0,0,0,0,0,0,0,29,6.85093314434207,6.094,1.43964091660761,1,0,0,0,0,1,0,0,0,0,0,29,6.094,2,6.85093314434207,1.43964091660761,3,0,17,0,0,NA,33,7.3197,7.7958894401134,1.72919914953933,6144.95798345,0.56,2.535,0.22090729783037477,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,568.6274509803918,119.49019607843164,0,119.49019607843164,18.335305719921106,11.693444401189142,1.9242792860618816,0.6185710281201298,2.633182880250788,-0.08354605145007493,1.1553360374650619,1.7128600646644574,-0.25181197299379954,0.4039779636693548,-0.6538284149588652,1.2656503440779547,0.836383187409083,0.836383187409083,-2,0.16126043861510594,0.16126043861510594,-2,2.7555909102672125,2.0809517111245377,0,2.0809517111245377,NA,1.1613680022349748,0.48404334148837935,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.633182880250788,1.9242792860618816,0.6185710281201298,0.48404334148837935,0.16126043861510594,2.0809517111245377,-2,0,0.16126043861510594,2.0809517111245377,0.836383187409083,2.7555909102672125,-0.6538284149588652,1.2656503440779547
7,BB,BB.A,A,1,7,BB.A.1.7,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.973630905,34.91532516,222.8163993,0.6,10.625,57.025,75,35.5,4.939,2,0.404940271309982,13.9002,2.8143753796315,1,0,0,0,0,0,13,2.63211176351488,3.7563,0.760538570560842,1,0,0,0,0,1,0,0,0,0,0,15,17.6565,3,3.03705203482486,3.57491395019235,3,0,17,0,0,NA,19,19.4324,3.84693257744483,3.93448066410205,2367.4242425625,0.541,1.674,0.32317801672640384,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,0.21274318239741707,0.7872568176025807,227.7789026118645,57.040392792063145,211.07815347236252,268.11854626442624,24.23835125448029,11.741647257328328,1.8808135922807914,1.5622928644564746,2.347947151777258,-0.2218487496163564,1.026328938722349,1.7560652939486863,-0.26680273489343054,0.22375545365724117,-0.4892164390190251,1.3862911546116303,0.4838798707780869,0.4219511846831909,-0.3820144134261127,0.5544787356230264,-0.11320561708510533,0.4509224170499101,2.359415972473667,1.7637303428912725,2.3264959334148956,2.4299436281344535,NA,1.1613680022349748,0.47328706174156243,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.347947151777258,1.8808135922807914,1.5622928644564746,0.47328706174156243,-0.11320561708510533,1.7637303428912725,0.4509224170499101,2.3264959334148956,0.5544787356230264,2.4299436281344535,0.4838798707780869,2.359415972473667,-0.4892164390190251,1.3862911546116303
8,BB,BB.A,A,1,8,BB.A.1.8,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,2.915632248,34.15293503,159.1545709,0.7,12.575,67.4125,122.5,61,7.902,1,0.126550240445457,1.0274,0.130017717033662,1,0,0,0,0,0,13,1.64515312579094,6.8252,0.863730701088332,1,0,0,0,0,1,0,0,0,0,0,14,7.8526,3,1.7717033662364,0.993748418121995,3,0,17,0,0,NA,15,22.5117,1.89825360668185,2.84886104783599,2001.3687290675,2.061,2.309,0.8925941966219142,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,0.8691643532078542,0.13083564679214482,217.033662363959,105.80701088332067,15.927170336623595,121.73418121994439,109.3427890861845,11.713732091359418,2.0916669575956846,1.792391689498254,2.2018191160210554,-0.1549019599857432,1.099507993727965,1.8287404332962187,0.31407799177921286,0.3634239329171764,-0.04885966037506065,2.0391871522607716,0.2508354005256801,0.2188381785405954,-0.8647075307930634,0.0016248738519378445,-0.05862240381096317,-0.8538170077279659,2.338523549798684,2.0285997610072033,1.2285843644940135,2.08896552970258,NA,1.1613680022349748,0.4647327450450265,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.2018191160210554,2.0916669575956846,1.792391689498254,0.4647327450450265,-0.05862240381096317,2.0285997610072033,-0.8538170077279659,1.2285843644940135,0.0016248738519378445,2.08896552970258,0.2508354005256801,2.338523549798684,-0.04885966037506065,2.0391871522607716
9,BB,BB.A,A,1,9,BB.A.1.9,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,3.375249863,37.60074234,413.8018844,0.75,13.8,61.775,204.5,98,11.102,0,0,0,0,1,0,0,0,0,0,33,2.97243739866691,7.4486,0.670924157809404,1,0,0,0,0,1,0,0,0,0,0,33,7.4486,3,2.97243739866691,0.670924157809404,3,0,17,0,0,NA,35,8.5027,3.15258511979824,0.76587101423167,5710.46600472,0.447,2.391,0.18695106649937265,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,607.8634480273831,137.2039902720231,0,137.2039902720231,38.23149309912171,11.140135950284755,2.312811826212088,1.99563519459755,2.6167924640548446,-0.12493873660829995,1.1398790864012365,1.790812754074117,-0.34969247686806354,0.3785795761157748,-0.7259552056060432,1.5835557363448851,0.47457133660093753,0.47457133660093753,-2,-0.1669012576600967,-0.1669012576600967,-2,2.7845199027842105,2.1405205823153395,0,2.1405205823153395,NA,1.1613680022349748,0.5283059283094114,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,2.6167924640548446,2.312811826212088,1.99563519459755,0.5283059283094114,-0.1669012576600967,2.1405205823153395,-2,0,-0.1669012576600967,2.1405205823153395,0.47457133660093753,2.7845199027842105,-0.7259552056060432,1.5835557363448851
10,BB,BB.A,A,1,10,BB.A.1.10,Pacific,East Pacific,38.319755,-123.055136,13,33,0.72625,5,1,6.72,3.239236355,34.98590469,15.91545709,0.6175,7.225,29.325,86,35,3.439,0,0,0,0,0,0,0,0,0,0,26,7.56033730735679,3.8047,1.10633905205001,1,0,0,0,0,1,0,0,0,0,0,26,3.8047,2,7.56033730735679,1.10633905205001,3,0,17,0,0,NA,28,4.0907,8.141901715615,1.18950276243094,114.98917747525,0.314,0.629,0.49920508744038156,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,7.664000193278,3.67300001780192,35.3173344930013,0.546333312988281,14.5,8.20966657002767,0.754900018374125,33.4536666870117,91.5833333333333,1,0,650.189008432684,95.14515847630086,0,95.14515847630086,42.931637519872815,10.800664371402437,1.9395192526186185,1.5563025007672873,1.2018191160210552,-0.20936303806829662,0.8588378514285855,1.4672380207875668,-0.5030703519267851,-0.20134935455473107,-0.3008518955002607,1.633787872978054,0.8791152305516127,0.8791152305516127,-2,0.04779611760438013,0.04779611760438013,-2,2.8137070613877175,1.9829274196200888,0,1.9829274196200888,NA,1.1613680022349748,0.5104426380155089,1.91650724439067,-0.12211056405786956,0.8844555070229368,-0.13891385460161287,1.2018191160210552,1.9395192526186185,1.5563025007672873,0.5104426380155089,0.04779611760438013,1.9829274196200888,-2,0,0.04779611760438013,1.9829274196200888,0.8791152305516127,2.8137070613877175,-0.3008518955002607,1.633787872978054
